project_id,mp_id,state,constituency,allocated_amount,work_type,location_id,project_description,estimated_cost,sanctioned_amount,baseline_expenditure,expenditure,payment_count,start_date,expected_completion,actual_completion,status,physical_progress_pct,financial_progress_pct,is_injected_anomaly,anomaly_type,anomaly_severity,severity_score,duplicate_group_id,project_remaining_balance,expenditure_delta,mp_allocation_breach_cause,mp_remaining_allocation
PRJ_005737,MPID_0318,Assam,SILCHAR,148300157.11,drainage,LOC_MPID_0318_46,Construction of drain at drainage at LOC_MPID_0318_46,15164293.81,13882456.2,6619407.6,6619407.6,2,2026-07-10,2026-12-19,,in_progress,38.16,47.68,0,none,NONE,0,none,7263048.6,0.0,NONE,65655029.32
PRJ_005738,MPID_0318,Assam,SILCHAR,148300157.11,drainage,LOC_MPID_0318_91,Construction of drain at drainage at LOC_MPID_0318_91,3641921.92,3364825.1,3317183.81,3317183.81,3,2025-04-30,2025-09-17,2025-11-05,completed,100.0,98.58,0,none,NONE,0,none,47641.29,0.0,NONE,65655029.32
PRJ_005739,MPID_0318,Assam,SILCHAR,148300157.11,water_supply,LOC_MPID_0318_42,Laying pipelines for water supply at LOC_MPID_0318_42,13154131.72,11486959.94,10964209.88,10964209.88,5,2025-05-05,2025-08-14,2025-08-31,completed,100.0,95.45,0,none,NONE,0,none,522750.06,0.0,NONE,65655029.32
PRJ_005740,MPID_0318,Assam,SILCHAR,148300157.11,community_hall,LOC_MPID_0318_58,Construction of community hall at LOC_MPID_0318_58,6111168.6,5483420.12,5335605.83,5335605.83,3,2024-06-07,2024-10-27,2024-11-18,completed,100.0,97.3,0,none,NONE,0,none,147814.29,0.0,NONE,65655029.32
PRJ_005741,MPID_0318,Assam,SILCHAR,148300157.11,school,LOC_MPID_0318_50,Boundary wall for school at LOC_MPID_0318_50,2899633.93,2632548.37,2591421.81,2591421.81,4,2024-06-06,2025-01-03,2025-02-14,completed,100.0,98.44,0,none,NONE,0,none,41126.56,0.0,NONE,65655029.32
PRJ_005742,MPID_0318,Assam,SILCHAR,148300157.11,water_supply,LOC_MPID_0318_73,Installation of water supply at LOC_MPID_0318_73,4798849.23,4480152.09,4283267.48,4283267.48,5,2025-04-21,2025-09-03,2025-08-28,completed,100.0,95.61,0,none,NONE,0,none,196884.61,0.0,NONE,65655029.32
PRJ_005743,MPID_0318,Assam,SILCHAR,148300157.11,water_supply,LOC_MPID_0318_13,Laying pipelines for water supply at LOC_MPID_0318_13,1686573.37,1588113.67,1560206.71,1560206.71,3,2025-08-10,2025-12-15,2026-01-14,completed,100.0,98.24,1,duplicate_work,HIGH,3,DUP_GRP_0015,27906.96,0.0,NONE,65655029.32
PRJ_005744,MPID_0319,Gujarat,RAJKOT,147000000.0,water_supply,LOC_MPID_0319_87,Installation of water supply at LOC_MPID_0319_87,4871189.45,4319038.02,4238090.85,4238090.85,4,2025-10-17,2026-04-09,2026-05-24,completed,100.0,98.13,0,none,NONE,0,none,80947.17,0.0,NONE,68444624.71
PRJ_005745,MPID_0319,Gujarat,RAJKOT,147000000.0,school,LOC_MPID_0319_31,Boundary wall for school at LOC_MPID_0319_31,11299483.15,11164750.77,11070715.85,11070715.85,4,2025-05-21,2026-02-19,2026-03-29,completed,100.0,99.16,0,none,NONE,0,none,94034.92,0.0,NONE,68444624.71
PRJ_005746,MPID_0319,Gujarat,RAJKOT,147000000.0,water_supply,LOC_MPID_0319_4,Installation of water supply at LOC_MPID_0319_4,5340568.06,4799855.5,4601169.69,4601169.69,5,2024-07-18,2024-12-24,2025-01-26,completed,100.0,95.86,0,none,NONE,0,none,198685.81,0.0,NONE,68444624.71
PRJ_005747,MPID_0319,Gujarat,RAJKOT,147000000.0,water_supply,LOC_MPID_0319_99,Laying pipelines for water supply at LOC_MPID_0319_99,4475807.97,4028363.66,3833459.83,3833459.83,3,2026-03-31,2026-08-20,2026-08-24,completed,100.0,95.16,0,none,NONE,0,none,194903.83,0.0,NONE,68444624.71
PRJ_005748,MPID_0319,Gujarat,RAJKOT,147000000.0,road,LOC_MPID_0319_32,Repair of road at LOC_MPID_0319_32,10976581.32,9616625.32,0.0,0.0,0,2026-08-08,2027-05-05,,sanctioned,0.0,0.0,0,none,NONE,0,none,9616625.32,0.0,NONE,68444624.71
PRJ_005749,MPID_0319,Gujarat,RAJKOT,147000000.0,drainage,LOC_MPID_0319_11,Covering of drainage in drainage at LOC_MPID_0319_11,2731266.54,2672158.79,2570782.78,2570782.78,5,2025-06-26,2025-12-06,2025-12-18,completed,100.0,96.21,0,none,NONE,0,none,101376.01,0.0,NONE,68444624.71
PRJ_005750,MPID_0319,Gujarat,RAJKOT,147000000.0,school,LOC_MPID_0319_9,Boundary wall for school at LOC_MPID_0319_9,2011881.27,1808571.48,1730094.5,1730094.5,4,2026-02-01,2026-07-20,2026-07-13,completed,100.0,95.66,0,none,NONE,0,none,78476.98,0.0,NONE,68444624.71
PRJ_005751,MPID_0319,Gujarat,RAJKOT,147000000.0,water_supply,LOC_MPID_0319_80,Laying pipelines for water supply at LOC_MPID_0319_80,6078600.66,6001144.87,5947795.94,5947795.94,5,2024-07-05,2024-11-13,2024-11-19,completed,100.0,99.11,0,none,NONE,0,none,53348.93,0.0,NONE,68444624.71
PRJ_005752,MPID_0319,Gujarat,RAJKOT,147000000.0,school,LOC_MPID_0319_43,Boundary wall for school at LOC_MPID_0319_43,11566599.96,10149131.71,10149131.71,10149131.71,5,2025-12-25,2026-09-05,,in_progress,100.0,100.0,0,none,NONE,0,none,0.0,0.0,NONE,68444624.71
PRJ_005753,MPID_0319,Gujarat,RAJKOT,147000000.0,road,LOC_MPID_0319_34,Construction of road at LOC_MPID_0319_34,9806926.4,8655208.98,740402.84,740402.84,1,2026-05-23,2027-05-29,,in_progress,15.76,8.55,1,duplicate_work,HIGH,3,DUP_GRP_0013,7914806.14,0.0,NONE,68444624.71
PRJ_005754,MPID_0319,Gujarat,RAJKOT,147000000.0,road,LOC_MPID_0319_5,Construction of road at LOC_MPID_0319_5,1651587.07,1598779.64,1519549.98,1519549.98,3,2025-10-10,2026-04-08,2026-05-20,completed,100.0,95.04,0,none,NONE,0,none,79229.66,0.0,NONE,68444624.71
PRJ_005755,MPID_0319,Gujarat,RAJKOT,147000000.0,water_supply,LOC_MPID_0319_28,Installation of water supply at LOC_MPID_0319_28,3329464.04,3257964.53,1440498.33,1440498.33,1,2026-07-07,2026-11-07,,in_progress,44.44,44.21,0,none,NONE,0,none,1817466.2,0.0,NONE,68444624.71
PRJ_005756,MPID_0319,Gujarat,RAJKOT,147000000.0,school,LOC_MPID_0319_63,Boundary wall for school at LOC_MPID_0319_63,12687734.64,11193224.12,10716977.19,10716977.19,5,2024-11-27,2025-06-18,2025-06-15,completed,100.0,95.75,0,none,NONE,0,none,476246.93,0.0,NONE,68444624.71
PRJ_005757,MPID_0319,Gujarat,RAJKOT,147000000.0,school,LOC_MPID_0319_66,Additional classrooms for school at LOC_MPID_0319_66,2281611.4,2169570.45,2143402.87,2143402.87,4,2024-04-11,2024-11-14,2024-11-27,completed,100.0,98.79,0,none,NONE,0,none,26167.58,0.0,NONE,68444624.71
PRJ_005758,MPID_0319,Gujarat,RAJKOT,147000000.0,school,LOC_MPID_0319_87,Boundary wall for school at LOC_MPID_0319_87,10431010.62,9664138.49,3476285.55,3476285.55,1,2026-06-26,2027-03-19,,in_progress,21.21,35.97,0,none,NONE,0,none,6187852.94,0.0,NONE,68444624.71
PRJ_005759,MPID_0319,Gujarat,RAJKOT,147000000.0,road,LOC_MPID_0319_68,Widening of road at LOC_MPID_0319_68,6900671.18,6854944.75,6589235.21,6589235.21,5,2024-03-04,2024-12-26,2025-01-15,completed,100.0,96.12,0,none,NONE,0,none,265709.54,0.0,NONE,68444624.71
PRJ_005760,MPID_0319,Gujarat,RAJKOT,147000000.0,community_hall,LOC_MPID_0319_28,Construction of community hall at LOC_MPID_0319_28,7734238.61,7170949.45,7053368.37,7053368.37,6,2024-10-05,2025-06-29,2025-08-21,completed,100.0,98.36,0,none,NONE,0,none,117581.08,0.0,NONE,68444624.71
PRJ_005761,MPID_0320,West Bengal,BARRACKPUR,147000000.0,water_supply,LOC_MPID_0320_6,Laying pipelines for water supply at LOC_MPID_0320_6,2392363.48,2384323.15,0.0,0.0,0,2026-08-12,2027-01-12,,sanctioned,0.0,0.0,0,none,NONE,0,none,2384323.15,0.0,NONE,61561965.3
PRJ_005762,MPID_0320,West Bengal,BARRACKPUR,147000000.0,water_supply,LOC_MPID_0320_34,Installation of water supply at LOC_MPID_0320_34,8503650.23,7940527.47,0.0,0.0,0,2026-08-19,2027-01-28,,sanctioned,0.0,0.0,0,none,NONE,0,none,7940527.47,0.0,NONE,61561965.3
PRJ_005763,MPID_0320,West Bengal,BARRACKPUR,147000000.0,school,LOC_MPID_0320_23,Boundary wall for school at LOC_MPID_0320_23,12190815.82,11070425.08,10952537.2,10952537.2,4,2023-11-10,2024-12-04,2025-01-18,completed,100.0,98.94,0,none,NONE,0,none,117887.88,0.0,NONE,61561965.3
PRJ_005764,MPID_0320,West Bengal,BARRACKPUR,147000000.0,community_hall,LOC_MPID_0320_59,Upgradation of community hall at LOC_MPID_0320_59,7250979.06,7163523.7,7046078.04,7046078.04,5,2024-10-23,2025-10-01,2025-10-25,completed,100.0,98.36,0,none,NONE,0,none,117445.66,0.0,NONE,61561965.3
PRJ_005765,MPID_0320,West Bengal,BARRACKPUR,147000000.0,community_hall,LOC_MPID_0320_15,Construction of community hall at LOC_MPID_0320_15,4898148.38,4769913.67,3084895.56,3084895.56,4,2026-02-07,2027-01-05,,in_progress,63.22,64.67,0,none,NONE,0,none,1685018.11,0.0,NONE,61561965.3
PRJ_005766,MPID_0320,West Bengal,BARRACKPUR,147000000.0,water_supply,LOC_MPID_0320_69,Laying pipelines for water supply at LOC_MPID_0320_69,3326632.2,3118576.62,3034539.9,3034539.9,4,2024-12-23,2025-04-09,2025-04-04,completed,100.0,97.31,0,none,NONE,0,none,84036.72,0.0,NONE,61561965.3
PRJ_005767,MPID_0320,West Bengal,BARRACKPUR,147000000.0,road,LOC_MPID_0320_59,Repair of road at LOC_MPID_0320_59,6429573.61,5952138.9,5815806.02,5815806.02,4,2025-10-27,2026-08-03,2026-08-24,completed,100.0,97.71,0,none,NONE,0,none,136332.88,0.0,NONE,61561965.3
PRJ_005768,MPID_0320,West Bengal,BARRACKPUR,147000000.0,water_supply,LOC_MPID_0320_71,Installation of water supply at LOC_MPID_0320_71,3224761.4,2978302.88,2972039.09,2972039.09,3,2025-10-30,2026-05-08,2026-06-06,completed,100.0,99.79,0,none,NONE,0,none,6263.79,0.0,NONE,61561965.3
PRJ_005769,MPID_0320,West Bengal,BARRACKPUR,147000000.0,school,LOC_MPID_0320_35,Additional classrooms for school at LOC_MPID_0320_35,4322125.9,3866263.94,3796612.77,3796612.77,3,2025-03-29,2025-10-16,2025-10-22,completed,100.0,98.2,0,none,NONE,0,none,69651.17,0.0,NONE,61561965.3
PRJ_005770,MPID_0320,West Bengal,BARRACKPUR,147000000.0,road,LOC_MPID_0320_76,Widening of road at LOC_MPID_0320_76,10946512.58,10576314.72,10493749.28,10493749.28,5,2025-03-29,2026-06-19,2026-08-02,completed,100.0,99.22,0,none,NONE,0,none,82565.44,0.0,NONE,61561965.3
PRJ_005771,MPID_0320,West Bengal,BARRACKPUR,147000000.0,community_hall,LOC_MPID_0320_64,Construction of community hall at LOC_MPID_0320_64,10914394.78,10359891.7,5131305.15,5131305.15,2,2026-03-27,2026-12-12,,in_progress,51.63,49.53,0,none,NONE,0,none,5228586.55,0.0,NONE,61561965.3
PRJ_005772,MPID_0320,West Bengal,BARRACKPUR,147000000.0,drainage,LOC_MPID_0320_57,Covering of drainage in drainage at LOC_MPID_0320_57,7734146.31,7175940.37,7149342.28,7149342.28,3,2025-09-06,2026-01-09,2026-01-18,completed,100.0,99.63,0,none,NONE,0,none,26598.09,0.0,NONE,61561965.3
PRJ_005773,MPID_0320,West Bengal,BARRACKPUR,147000000.0,road,LOC_MPID_0320_28,Repair of road at LOC_MPID_0320_28,4335099.59,3933683.03,2537005.94,2537005.94,3,2025-11-24,2026-10-15,,in_progress,62.36,64.49,0,none,NONE,0,none,1396677.09,0.0,NONE,61561965.3
PRJ_005774,MPID_0320,West Bengal,BARRACKPUR,147000000.0,community_hall,LOC_MPID_0320_58,Construction of community hall at LOC_MPID_0320_58,4304207.22,3858646.08,3750309.29,3750309.29,3,2025-01-12,2025-12-10,2025-12-02,completed,100.0,97.19,0,none,NONE,0,none,108336.79,0.0,NONE,61561965.3
PRJ_005775,MPID_0320,West Bengal,BARRACKPUR,147000000.0,road,LOC_MPID_0320_30,Widening of road at LOC_MPID_0320_30,16749711.06,16045408.62,15428291.95,15428291.95,4,2024-06-12,2024-12-13,2024-11-24,completed,100.0,96.15,0,none,NONE,0,none,617116.67,0.0,NONE,61561965.3
PRJ_005776,MPID_0320,West Bengal,BARRACKPUR,147000000.0,water_supply,LOC_MPID_0320_80,Installation of water supply at LOC_MPID_0320_80,2461461.28,2140413.13,1044439.62,1044439.62,2,2026-07-01,2026-11-12,,in_progress,43.38,48.8,0,none,NONE,0,none,1095973.51,0.0,NONE,61561965.3
PRJ_005777,MPID_0320,West Bengal,BARRACKPUR,147000000.0,road,LOC_MPID_0320_66,Widening of road at LOC_MPID_0320_66,3310855.25,3232592.17,3201082.61,3201082.61,3,2025-07-03,2026-08-01,2026-08-04,completed,100.0,99.03,0,none,NONE,0,none,31509.56,0.0,NONE,61561965.3
PRJ_005778,MPID_0321,Karnataka,BAGALKOT,167541747.11,school,LOC_MPID_0321_70,Additional classrooms for school at LOC_MPID_0321_70,4078211.75,3823999.42,3665451.89,3665451.89,5,2025-08-02,2026-04-10,2026-05-04,completed,100.0,95.85,0,none,NONE,0,none,158547.53,0.0,NONE,64742488.69
PRJ_005779,MPID_0321,Karnataka,BAGALKOT,167541747.11,water_supply,LOC_MPID_0321_34,Installation of water supply at LOC_MPID_0321_34,1352347.46,1346028.36,1019445.37,1019445.37,3,2026-05-27,2026-08-30,,in_progress,81.8,75.74,0,none,NONE,0,none,326582.99,0.0,NONE,64742488.69
PRJ_005780,MPID_0321,Karnataka,BAGALKOT,167541747.11,community_hall,LOC_MPID_0321_34,Construction of community hall at LOC_MPID_0321_34,5688607.05,5590081.89,5359817.96,5359817.96,4,2025-05-20,2026-03-03,2026-03-12,completed,100.0,95.88,0,none,NONE,0,none,230263.93,0.0,NONE,64742488.69
PRJ_005781,MPID_0321,Karnataka,BAGALKOT,167541747.11,community_hall,LOC_MPID_0321_11,Construction of community hall at LOC_MPID_0321_11,6029480.88,5547582.14,3830296.7,3830296.7,4,2026-01-24,2026-11-25,,in_progress,72.1,69.04,0,none,NONE,0,none,1717285.44,0.0,NONE,64742488.69
PRJ_005782,MPID_0321,Karnataka,BAGALKOT,167541747.11,school,LOC_MPID_0321_58,Boundary wall for school at LOC_MPID_0321_58,6854966.46,6804211.33,0.0,0.0,0,2026-08-24,2027-02-24,,sanctioned,0.0,0.0,0,none,NONE,0,none,6804211.33,0.0,NONE,64742488.69
PRJ_005783,MPID_0321,Karnataka,BAGALKOT,167541747.11,school,LOC_MPID_0321_35,Boundary wall for school at LOC_MPID_0321_35,5569558.7,5303327.7,5283533.58,5283533.58,4,2026-02-19,2026-08-04,2026-07-22,completed,100.0,99.63,0,none,NONE,0,none,19794.12,0.0,NONE,64742488.69
PRJ_005784,MPID_0321,Karnataka,BAGALKOT,167541747.11,drainage,LOC_MPID_0321_91,Covering of drainage in drainage at LOC_MPID_0321_91,7244343.05,6564523.92,6564523.92,6564523.92,6,2026-05-11,2026-10-06,,in_progress,97.11,100.0,0,none,NONE,0,none,0.0,0.0,NONE,64742488.69
PRJ_005785,MPID_0321,Karnataka,BAGALKOT,167541747.11,water_supply,LOC_MPID_0321_91,Laying pipelines for water supply at LOC_MPID_0321_91,8122026.88,7859822.14,7642389.2,7642389.2,6,2024-10-13,2025-01-23,2025-01-30,completed,100.0,97.23,0,none,NONE,0,none,217432.94,0.0,NONE,64742488.69
PRJ_005786,MPID_0321,Karnataka,BAGALKOT,167541747.11,community_hall,LOC_MPID_0321_21,Upgradation of community hall at LOC_MPID_0321_21,13974518.68,12393998.85,12234410.34,12234410.34,4,2023-11-14,2024-06-16,2024-06-26,completed,100.0,98.71,0,none,NONE,0,none,159588.51,0.0,NONE,64742488.69
PRJ_005787,MPID_0321,Karnataka,BAGALKOT,167541747.11,community_hall,LOC_MPID_0321_71,Construction of community hall at LOC_MPID_0321_71,3675265.3,3211861.37,3163913.89,3163913.89,5,2024-07-14,2024-11-26,2025-01-06,completed,100.0,98.51,0,none,NONE,0,none,47947.48,0.0,NONE,64742488.69
PRJ_005788,MPID_0321,Karnataka,BAGALKOT,167541747.11,school,LOC_MPID_0321_92,Boundary wall for school at LOC_MPID_0321_92,6373915.87,5591575.76,3055859.03,3055859.03,2,2026-06-19,2026-12-11,,in_progress,68.04,54.65,0,none,NONE,0,none,2535716.73,0.0,NONE,64742488.69
PRJ_005789,MPID_0321,Karnataka,BAGALKOT,167541747.11,school,LOC_MPID_0321_19,Boundary wall for school at LOC_MPID_0321_19,9888255.02,9509536.22,9462425.16,9462425.16,6,2024-07-20,2025-05-05,2025-04-18,completed,100.0,99.5,0,none,NONE,0,none,47111.06,0.0,NONE,64742488.69
PRJ_005790,MPID_0321,Karnataka,BAGALKOT,167541747.11,road,LOC_MPID_0321_76,Widening of road at LOC_MPID_0321_76,11743705.77,10839189.89,0.0,0.0,0,2026-08-20,2027-10-17,,sanctioned,0.0,0.0,0,none,NONE,0,none,10839189.89,0.0,NONE,64742488.69
PRJ_005791,MPID_0321,Karnataka,BAGALKOT,167541747.11,road,LOC_MPID_0321_96,Repair of road at LOC_MPID_0321_96,6989555.21,6324298.32,6025071.82,6025071.82,5,2024-03-09,2025-01-13,2025-02-14,completed,100.0,95.27,0,none,NONE,0,none,299226.5,0.0,NONE,64742488.69
PRJ_005792,MPID_0321,Karnataka,BAGALKOT,167541747.11,school,LOC_MPID_0321_27,Additional classrooms for school at LOC_MPID_0321_27,3651128.91,3614179.6,1648623.07,1648623.07,2,2026-04-21,2026-11-02,,in_progress,59.46,45.62,0,none,NONE,0,none,1965556.53,0.0,NONE,64742488.69
PRJ_005793,MPID_0321,Karnataka,BAGALKOT,167541747.11,road,LOC_MPID_0321_11,Repair of road at LOC_MPID_0321_11,49712907.7,44433731.63,23132524.9,23132524.9,1,2026-05-13,2027-04-10,,in_progress,36.99,52.06,0,none,NONE,0,none,21301206.73,0.0,NONE,64742488.69
PRJ_005794,MPID_0321,Karnataka,BAGALKOT,167541747.11,school,LOC_MPID_0321_24,Boundary wall for school at LOC_MPID_0321_24,9589847.77,8526239.02,8239651.92,8239651.92,3,2025-06-26,2025-11-26,2025-12-03,completed,100.0,96.64,0,none,NONE,0,none,286587.1,0.0,NONE,64742488.69
PRJ_005795,MPID_0321,Karnataka,BAGALKOT,167541747.11,school,LOC_MPID_0321_23,Boundary wall for school at LOC_MPID_0321_23,1488066.1,1403577.86,1359147.36,1359147.36,4,2025-11-12,2026-05-06,2026-06-23,completed,100.0,96.83,0,none,NONE,0,none,44430.5,0.0,NONE,64742488.69
PRJ_005796,MPID_0321,Karnataka,BAGALKOT,167541747.11,drainage,LOC_MPID_0321_80,Construction of drain at drainage at LOC_MPID_0321_80,1860289.62,1756314.69,1112172.31,1112172.31,2,2026-07-19,2026-09-21,,in_progress,57.92,63.32,0,none,NONE,0,none,644142.38,0.0,NONE,64742488.69
PRJ_005797,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,school,LOC_MPID_0322_40,Boundary wall for school at LOC_MPID_0322_40,8592072.23,7529763.87,7370306.36,7370306.36,5,2024-08-29,2025-06-09,2025-06-01,completed,100.0,97.88,0,none,NONE,0,none,159457.51,0.0,NONE,91553823.11
PRJ_005798,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,community_hall,LOC_MPID_0322_89,Upgradation of community hall at LOC_MPID_0322_89,12020401.57,10656241.22,4812010.04,4812010.04,2,2026-07-13,2027-01-04,,in_progress,34.22,45.16,0,none,NONE,0,none,5844231.18,0.0,NONE,91553823.11
PRJ_005799,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,road,LOC_MPID_0322_61,Construction of road at LOC_MPID_0322_61,18461008.69,17204324.47,16409639.43,16409639.43,5,2024-05-31,2025-02-11,2025-03-14,completed,100.0,95.38,0,none,NONE,0,none,794685.04,0.0,NONE,91553823.11
PRJ_005800,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,drainage,LOC_MPID_0322_58,Construction of drain at drainage at LOC_MPID_0322_58,1911877.68,1888718.66,0.0,0.0,0,2026-07-26,2026-10-01,,sanctioned,0.0,0.0,0,none,NONE,0,none,1888718.66,0.0,NONE,91553823.11
PRJ_005801,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,community_hall,LOC_MPID_0322_20,Construction of community hall at LOC_MPID_0322_20,5330067.37,5122781.85,4133055.07,4133055.07,5,2026-05-10,2026-09-15,,in_progress,76.75,80.68,0,none,NONE,0,none,989726.78,0.0,NONE,91553823.11
PRJ_DUP_000003,MPID_0459,Assam,DIBRUGARH,147000000.0,school,LOC_MPID_0459_82,Boundary wall for school at LOC_MPID_0459_82,7335322.72,6711470.14,0.0,3355388.86,2,2025-12-09,2026-11-26,,in_progress,46.27,49.99,1,duplicate_work,HIGH,3,DUP_GRP_0003,3356081.28,3355388.86,NONE,32418032.75
PRJ_005803,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,school,LOC_MPID_0322_9,Boundary wall for school at LOC_MPID_0322_9,15273012.48,13322656.82,10183854.52,10183854.52,4,2026-04-12,2026-10-29,,in_progress,81.39,76.44,0,none,NONE,0,none,3138802.3,0.0,NONE,91553823.11
PRJ_005804,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,drainage,LOC_MPID_0322_70,Construction of drain at drainage at LOC_MPID_0322_70,5099647.3,4951911.12,4820831.17,4820831.17,6,2025-07-12,2025-09-11,2025-10-20,completed,100.0,97.35,0,none,NONE,0,none,131079.95,0.0,NONE,91553823.11
PRJ_005805,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,water_supply,LOC_MPID_0322_61,Laying pipelines for water supply at LOC_MPID_0322_61,6855315.78,6115561.25,5941967.1,5941967.1,3,2026-03-23,2026-06-24,2026-06-16,completed,100.0,97.16,0,none,NONE,0,none,173594.15,0.0,NONE,91553823.11
PRJ_005806,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,community_hall,LOC_MPID_0322_64,Construction of community hall at LOC_MPID_0322_64,21142808.93,18974030.89,9168459.61,9168459.61,2,2026-06-13,2026-11-14,,in_progress,63.55,48.32,0,none,NONE,0,none,9805571.28,0.0,NONE,91553823.11
PRJ_005807,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,school,LOC_MPID_0322_73,Additional classrooms for school at LOC_MPID_0322_73,2852867.45,2714141.75,2033557.22,2033557.22,4,2026-04-14,2026-09-17,,in_progress,79.79,74.92,0,none,NONE,0,none,680584.53,0.0,NONE,91553823.11
PRJ_005808,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,water_supply,LOC_MPID_0322_60,Installation of water supply at LOC_MPID_0322_60,34137418.97,30985874.44,30855243.93,30855243.93,3,2024-11-22,2025-05-09,2025-04-30,completed,100.0,99.58,0,none,NONE,0,none,130630.51,0.0,NONE,91553823.11
PRJ_005809,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,road,LOC_MPID_0322_25,Construction of road at LOC_MPID_0322_25,35324876.23,34960250.33,33724295.48,33724295.48,5,2025-01-15,2026-03-02,2026-03-02,completed,100.0,96.46,0,none,NONE,0,none,1235954.85,0.0,NONE,91553823.11
PRJ_005810,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,drainage,LOC_MPID_0322_12,Construction of drain at drainage at LOC_MPID_0322_12,5382333.04,4840488.47,4562757.03,4562757.03,3,2026-06-21,2026-09-15,,in_progress,100.0,94.26,0,none,NONE,0,none,277731.44,0.0,NONE,91553823.11
PRJ_005811,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,school,LOC_MPID_0322_49,Additional classrooms for school at LOC_MPID_0322_49,14831056.3,13249828.76,0.0,0.0,0,2026-08-08,2027-07-14,,sanctioned,0.0,0.0,0,none,NONE,0,none,13249828.76,0.0,NONE,91553823.11
PRJ_005812,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,school,LOC_MPID_0322_61,Additional classrooms for school at LOC_MPID_0322_61,28317885.07,26644715.31,16288229.7,16288229.7,2,2026-01-07,2026-11-20,,in_progress,59.55,61.13,0,none,NONE,0,none,10356485.61,0.0,NONE,91553823.11
PRJ_005813,MPID_0322,The Dadra And Nagar Haveli And Daman And Diu,DAMAN AND DIU,245063957.0,drainage,LOC_MPID_0322_64,Construction of drain at drainage at LOC_MPID_0322_64,3594684.69,3281193.02,3205927.23,3205927.23,5,2026-01-31,2026-04-24,2026-04-07,completed,100.0,97.71,0,none,NONE,0,none,75265.79,0.0,NONE,91553823.11
PRJ_005814,MPID_0323,West Bengal,BAHARAMPUR,147000000.0,school,LOC_MPID_0323_33,Boundary wall for school at LOC_MPID_0323_33,11825460.69,10323887.82,0.0,0.0,0,2026-07-26,2027-08-02,,sanctioned,0.0,0.0,0,none,NONE,0,none,10323887.82,0.0,NONE,62057615.31
PRJ_005815,MPID_0323,West Bengal,BAHARAMPUR,147000000.0,road,LOC_MPID_0323_91,Repair of road at LOC_MPID_0323_91,10932556.17,10055504.7,9592479.45,9592479.45,5,2025-04-09,2026-05-02,2026-06-14,completed,100.0,95.4,0,none,NONE,0,none,463025.25,0.0,NONE,62057615.31
PRJ_005816,MPID_0323,West Bengal,BAHARAMPUR,147000000.0,road,LOC_MPID_0323_15,Widening of road at LOC_MPID_0323_15,2625831.01,2289666.11,2215373.75,2215373.75,3,2024-05-21,2025-02-10,2025-01-29,completed,100.0,96.76,0,none,NONE,0,none,74292.36,0.0,NONE,62057615.31
PRJ_005817,MPID_0323,West Bengal,BAHARAMPUR,147000000.0,community_hall,LOC_MPID_0323_61,Construction of community hall at LOC_MPID_0323_61,5372008.53,5070646.95,1161365.27,1161365.27,1,2026-05-21,2027-01-12,,in_progress,23.52,22.9,0,none,NONE,0,none,3909281.68,0.0,NONE,62057615.31
PRJ_005818,MPID_0323,West Bengal,BAHARAMPUR,147000000.0,road,LOC_MPID_0323_40,Construction of road at LOC_MPID_0323_40,28527633.52,25244078.59,24703242.57,24703242.57,6,2025-06-07,2026-06-30,2026-06-28,completed,100.0,97.86,0,none,NONE,0,none,540836.02,0.0,NONE,62057615.31
PRJ_005819,MPID_0323,West Bengal,BAHARAMPUR,147000000.0,water_supply,LOC_MPID_0323_29,Laying pipelines for water supply at LOC_MPID_0323_29,3827823.04,3488618.54,1415702.23,1415702.23,1,2026-07-09,2026-11-13,,in_progress,23.98,40.58,0,none,NONE,0,none,2072916.31,0.0,NONE,62057615.31
